epoch,loss
0,0.11737671494483948
1,0.06739708036184311
2,0.07925649732351303
3,0.20257568359375
4,0.512921154499054
5,0.027780242264270782
6,0.2802301049232483
7,0.15017959475517273
8,0.0920679122209549
9,0.07588218152523041
