epoch,loss
0,0.5697482824325562
1,0.3894895613193512
2,0.1819552183151245
3,0.10060271620750427
4,0.2891966700553894
5,0.6293166875839233
6,0.4218679666519165
7,0.34661149978637695
8,0.3457912504673004
9,0.18781796097755432
