epoch,loss
0,1.418912649154663
1,0.9585409164428711
2,1.0297160148620605
3,0.7863976955413818
4,0.8290890455245972
5,0.9292894601821899
6,0.7058846354484558
7,0.7418806552886963
8,0.6754639744758606
9,0.7116633057594299
